TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
NWBI;10,66;7,50;9,77;0,90;0,09;0,00;34,17;21,88;5,82;-0,49;-6,75;-0,97;2,14;;-0,09;;9,17;0,97;8,08;0,11;0,89;0,04;3,58;7,19;;11,89;1,09;;1.354.933.970,00
NWE;48,37;5,27;16,67;1,08;0,40;53,09;20,19;11,92;5,77;18,58;8,74;0,96;1,99;-14,03;-0,42;0,63;6,49;2,39;5,37;0,37;0,63;0,20;2,51;2,38;;44,75;2,90;;2.962.265.866,00
NWFL;26,25;4,42;7,69;1,22;0,10;0,00;40,77;29,62;5,19;-0,55;-6,14;-1,34;2,28;;-0,10;;15,88;1,29;8,08;0,08;0,92;0,04;13,27;28,95;;21,49;3,41;;211.821.750,00
NWG;4,80;7,94;6,76;0,51;0,02;85,83;0,00;17,51;;;;-5,91;1,18;0,56;-0,09;1,06;7,61;0,33;;0,04;0,96;0,02;-1,35;16,21;;9,33;0,71;;21.174.044.640,00
NWHM;8,99;;30,94;0,81;0,30;14,90;1,80;1,02;9,35;35,14;17,57;0,81;0,32;2,73;-0,39;1,96;2,60;0,97;1,49;0,37;0,63;0,95;3,36;;;11,16;0,29;;163.263.794,00
NWL;6,64;9,04;-4,99;0,88;0,22;27,95;-5,18;-6,61;-23,31;-17,29;-10,92;1,51;0,33;3,77;-0,31;1,24;-17,63;-4,38;-7,16;0,25;0,75;0,66;-3,27;-40,97;;7,55;-1,33;;2.750.288.000,00
NWLI;477,25;0,08;-34,02;0,76;0,14;57,04;-10,31;-7,96;-29,89;-40,57;-14,29;0,41;2,71;;-0,14;;-2,24;-0,41;-2,30;0,18;0,82;0,05;-8,58;-1,74;;626,57;-14,03;;1.735.281.000,00
NWN;35,83;5,42;13,01;1,06;0,29;31,77;17,09;8,49;3,98;13,73;7,27;1,19;1,11;-11,65;-0,32;0,80;8,16;2,23;5,90;0,27;0,73;0,26;6,56;;;33,72;2,75;;1.317.766.489,00
NWPX;26,50;;9,57;0,81;0,44;19,32;9,32;6,23;4,58;8,24;1,85;0,23;0,60;1,44;-0,82;2,94;8,44;4,60;7,92;0,55;0,45;0,74;28,08;;;32,81;2,77;;265.376.300,00
NWS;21,35;0,94;81,68;1,51;0,72;100,00;4,35;1,51;10,64;30,94;2,64;0,14;1,23;13,71;-0,95;1,28;1,85;0,88;2,60;0,48;0,52;0,58;1,83;;;14,15;0,26;;12.170.593.120,00
NWSA;20,44;0,98;78,20;1,44;0,69;100,00;4,35;1,51;10,19;30,94;2,64;0,14;1,18;13,12;-0,91;1,28;1,85;0,88;2,60;0,48;0,52;0,58;1,83;;;14,15;0,26;;12.170.593.120,00
NX;29,11;1,10;12,04;1,83;1,13;23,19;8,80;6,98;6,78;9,92;0,36;0,07;0,84;6,31;-1,71;2,12;15,17;9,41;13,70;0,62;0,38;1,35;7,11;36,44;;15,94;2,42;;960.231.193,00
NXC;12,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NXE;6,15;;;;;;;;;;;-0,23;;;;12,68;0,00;0,00;;0,85;0,15;0,00;;;;0,69;0,00;;3.211.981.410,00
NXGN;23,94;;-258,50;3,79;1,87;46,40;1,66;-0,89;33,46;145,01;5,42;0,15;2,31;7,34;-3,25;2,52;-1,47;-0,72;0,87;0,49;0,51;0,81;4,23;;;6,31;-0,09;;1.606.299.786,00
NXJ;10,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NXMD;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NXMDW;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NXN;11,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NXP;13,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NXPI;184,97;2,10;17,11;6,40;2,05;56,93;27,97;21,11;;14,89;1,98;0,98;3,61;13,01;-2,92;2,12;37,41;11,99;17,00;0,32;0,67;0,57;154,06;;;28,90;10,81;;47.678.477.601,00
NXQ;15,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NXR;16,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NXST;142,65;4,73;7,16;1,97;0,41;60,26;24,08;13,31;2,31;9,22;5,27;2,62;0,95;6,79;-0,47;1,88;27,49;5,68;10,86;0,21;0,79;0,43;16,46;15,38;;72,49;19,93;;5.004.532.890,00
NXTC;1,15;;-0,46;0,23;0,21;;;;-0,49;1,40;1,86;-0,94;;0,25;-1,77;17,30;-50,69;-45,75;-50,69;0,90;0,10;0,00;;;;4,96;-2,51;;32.088.450,00
NXTD;2,42;;-3,09;0,66;0,56;62,37;-49,30;-68,52;-6,72;-1,06;3,23;-0,50;2,11;1,54;-1,05;4,54;-21,52;-18,17;-15,56;0,84;0,11;0,27;79,33;;;3,64;-0,78;;21.529.530,00
NYCB;9,03;7,53;2,41;0,59;0,05;0,00;53,91;42,76;1,95;-0,82;-2,73;-0,84;1,03;;-0,05;;24,50;2,28;12,36;0,09;0,91;0,05;5,39;6,87;;15,31;3,75;;6.524.042.259,00
NYMX;0,20;;-1,47;8,18;4,08;68,75;-38.784,38;-38.743,75;;-1,14;0,33;-1,82;570,41;9,15;-63,16;1,91;-555,47;-277,11;-556,05;0,50;0,50;0,01;;;;0,02;-0,14;;18.253.020,00
NYT;43,43;0,97;40,48;4,45;2,88;47,45;10,02;7,45;21,42;28,33;-1,76;-0,26;3,02;50,01;-3,96;1,27;10,98;7,11;10,98;0,65;0,35;0,95;6,62;91,02;;9,77;1,07;;7.137.251.456,00
NYV;15,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NZF;10,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OAC;0,00;;;;;;;;;4,46;4,46;-0,25;;;;0,44;-5,64;-0,14;-5,64;0,02;0,05;0,00;;;;;;;0,00
OACB;9,38;;1.402,51;-13,45;1,17;;;;1.402,51;1.434,04;31,53;;;-49,62;-1,17;0,10;-0,96;0,08;-1,42;-0,09;0,09;0,00;;;;-0,70;0,01;;293.125.000,00
OACB.U;9,65;;1.442,88;-13,84;1,20;;;;1.442,88;1.434,04;31,53;;;-51,05;-1,21;0,10;-0,96;0,08;-1,42;-0,09;0,09;0,00;;;;-0,70;0,01;;293.125.000,00
OACB.WS;1,08;;161,48;-1,55;0,13;;;;161,48;1.434,04;31,53;;;-5,71;-0,14;0,10;-0,96;0,08;-1,42;-0,09;0,09;0,00;;;;-0,70;0,01;;293.125.000,00
OAS;109,30;;2,59;1,49;0,71;55,44;12,51;44,17;5,39;10,40;1,27;0,21;1,14;41,91;-1,04;1,06;57,50;27,57;10,89;0,48;0,52;0,62;17,53;;;73,47;42,25;;2.145.056.220,00
OBAS;12,59;;-31,73;0,78;0,30;83,91;31,49;-14,93;;33,23;18,19;0,95;4,74;2,68;-0,35;3,29;-2,47;-0,94;1,46;0,38;0,62;0,06;-0,53;;;16,05;-0,40;;65.673.217,00
OBCI;12,98;;15,83;2,55;1,99;37,01;15,74;12,20;10,65;12,08;-0,19;-0,04;1,93;3,31;-6,46;7,74;16,11;12,58;14,01;0,78;0,22;1,03;12,17;32,03;;5,09;0,82;;123.437.204,00
OBDC;14,38;10,57;6,56;0,94;0,42;100,00;120,42;81,90;4,49;9,76;5,30;1,12;5,37;;-0,42;;14,37;6,38;9,61;0,44;0,56;0,08;41,11;35,07;;15,26;2,19;;5.604.359.102,00
OBLN;3,05;;-2,72;3,03;1,76;42,70;-1.391,09;-1.391,09;-2,92;-1,96;0,76;-0,85;37,83;5,15;-6,72;1,86;-111,31;-64,81;-106,76;0,58;0,42;0,05;-17,03;;;1,01;-1,12;;30.565.880,00
OBNK;28,61;1,57;9,64;0,89;0,09;0,00;30,35;20,47;5,67;-5,01;-11,51;-1,57;1,97;;-0,09;;9,20;0,88;6,14;0,10;0,90;0,04;16,13;43,00;;32,25;2,97;;880.644.410,00
OBSV;0,10;;-0,16;-4,95;0,19;100,00;-234,28;-255,80;;0,03;0,21;;0,42;0,32;-1,89;2,98;-3.035,09;-117,80;-190,55;-0,04;1,04;0,46;;;;-0,02;-0,61;;10.402.250,00
OC;123,92;1,68;9,26;2,16;1,00;27,31;17,25;12,31;4,91;7,62;1,01;0,33;1,14;5,19;-1,55;2,16;23,29;10,74;15,69;0,46;0,54;0,87;8,86;33,84;;57,44;13,38;;11.013.390.000,00
OCC;2,58;;4,50;0,79;0,45;33,43;7,64;6,04;3,04;5,29;1,73;0,38;0,27;0,82;-2,25;3,09;17,50;9,93;14,98;0,57;0,43;1,64;1,51;;;3,27;0,57;;20.365.746,00
OCCI;6,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OCCIP;25,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OCFC;13,19;6,07;5,46;0,48;0,06;0,00;42,80;24,60;2,95;-0,33;-3,47;-0,53;1,34;;-0,06;;8,83;1,06;6,78;0,12;0,88;0,04;17,82;28,12;;27,35;2,42;;783.769.585,00
OCFCP;22,40;7,81;9,27;0,82;0,10;0,00;42,80;24,60;5,01;-0,33;-3,47;-0,53;2,28;;-0,10;;8,83;1,06;6,78;0,12;0,88;0,04;17,82;28,12;;27,35;2,42;;783.769.585,00
OCFT;3,18;;-0,67;0,24;0,09;35,29;-28,87;-26,53;;1,51;2,13;-0,83;0,18;0,70;-0,32;1,22;-35,65;-13,57;-41,59;0,38;0,62;0,51;48,35;;;13,28;-4,73;;124.018.092,00
OCG;1,39;;2,25;2,23;1,31;90,64;49,02;49,02;2,21;1,63;-0,62;-0,62;1,10;3,80;-5,39;1,84;99,09;58,35;86,43;0,59;0,41;1,19;;;;0,62;0,62;;5.901.106,00
OCGN;0,36;;-1,11;1,31;1,04;;;;-1,11;-0,29;0,81;-0,97;;1,54;-5,95;5,46;-118,50;-93,60;-114,06;0,79;0,21;0,00;;;;0,27;-0,32;;92.336.004,00
OCN;24,31;;-2,77;0,43;0,01;0,00;15,90;-6,20;0,94;42,94;41,86;16,69;0,17;;-0,01;;-15,54;-0,51;2,18;0,03;0,97;0,08;-4,07;;;56,51;-8,78;;186.627.870,00
OCSI;8,50;;37,77;0,91;0,45;100,00;104,35;19,04;;13,36;6,46;0,85;7,19;;-0,45;;2,40;1,20;6,87;0,50;0,50;0,06;-12,04;;;9,38;0,23;;250.467.528,00
OCSL;19,84;9,93;18,08;1,01;0,46;100,00;71,81;33,51;9,30;17,63;9,20;1,10;6,06;;-0,46;;5,60;2,54;5,53;0,45;0,55;0,08;3,91;;;19,58;1,10;;1.529.263.232,00
OCUL;2,20;;-1,92;56,58;1,43;91,57;-152,61;-166,17;-2,15;-2,10;-0,01;0,18;3,20;2,56;-7,99;3,11;-2.939,10;-74,03;-118,64;0,03;0,97;0,45;93,00;;;0,04;-1,14;;174.647.000,00
OCUP;2,90;;3,30;1,63;1,42;100,00;41,91;41,21;3,24;1,14;-2,11;-1,06;1,36;1,63;-15.393,64;7,54;49,49;42,93;49,49;0,87;0,13;1,04;;;;1,78;0,88;;61.574.540,00
ODC;59,27;2,41;14,60;2,44;1,51;24,99;8,75;7,15;8,32;11,94;0,00;0,00;1,04;5,55;-2,88;2,32;16,69;10,32;14,81;0,62;0,38;1,44;9,20;29,10;;24,33;4,06;;431.432.257,00
ODFL;390,11;0,38;33,29;11,11;8,55;77,93;28,66;21,49;21,26;24,97;0,01;0,01;7,15;187,03;-10,02;1,45;33,37;25,68;32,73;0,77;0,23;1,20;13,27;24,32;;35,12;11,72;;42.566.345.507,00
ODP;46,78;;10,72;1,38;0,43;21,76;3,04;1,96;4,55;6,07;-0,83;-0,17;0,21;34,90;-0,80;1,03;12,90;4,00;13,15;0,31;0,69;2,05;-3,68;-1,72;;33,82;4,36;;1.779.950.932,00
ODT;1,12;;-0,42;0,60;0,41;;;;-0,42;0,51;0,93;-1,33;;0,62;-6,96;3,29;-143,01;-96,50;-143,01;0,67;0,33;0,00;;;;1,85;-2,65;;43.109.136,00
OEC;21,77;0,38;10,86;2,72;0,69;23,65;11,53;5,92;3,80;9,02;3,44;1,68;0,64;5,66;-1,10;1,47;25,08;6,32;12,54;0,25;0,75;1,07;8,86;10,36;;8,00;2,01;;1.263.620.057,00
OEG;0,64;;-0,76;0,99;0,15;11,97;-43,98;-56,29;-1,58;-4,44;-3,47;3,56;0,43;-0,94;-0,20;0,62;-131,26;-19,66;-24,32;0,15;0,85;0,35;-0,83;;;0,64;-0,85;;61.180.800,00
OESX;0,98;;-0,84;1,19;0,50;22,22;-24,40;-49,48;-1,93;-1,79;-0,09;0,07;0,41;1,54;-1,50;1,92;-142,32;-59,46;-102,25;0,42;0,58;1,20;5,12;;;0,82;-1,17;;31.853.234,00
OFED;10,52;3,80;17,62;0,82;0,10;0,00;26,15;15,99;9,02;-7,00;-17,78;-1,36;2,82;;-0,10;;4,67;0,56;3,91;0,12;0,88;0,04;-1,31;-5,80;;12,80;0,60;;59.009.836,00
OFG;31,36;2,74;8,26;1,34;0,15;0,00;37,31;25,16;5,18;-3,02;-8,59;-2,07;2,08;;-0,15;;16,25;1,78;13,73;0,11;0,89;0,07;8,81;25,86;;23,37;3,80;;1.475.732.608,00
OFIX;9,65;;-3,00;0,55;0,39;67,25;-18,64;-19,74;-7,94;-3,47;-0,30;0,05;0,59;1,38;-0,71;2,82;-18,46;-13,11;-16,20;0,71;0,29;0,66;1,21;;;17,42;-3,22;;354.528.455,00
OFLX;64,86;2,00;28,44;8,74;6,94;61,58;25,34;19,46;21,10;20,51;-1,33;-0,53;5,54;11,49;-30,11;4,64;30,74;24,39;30,73;0,79;0,21;1,25;4,27;8,57;;7,42;2,28;;654.716.298,00
OFS;10,39;;;;;100,00;88,42;13,85;;11,51;11,51;1,71;;;;;2,32;0,76;5,04;0,33;0,67;0,06;;;;;;;0,00
OFSSG;25,02;;;;;100,00;88,42;13,85;;11,51;11,51;1,71;;;;;2,32;0,76;5,04;0,33;0,67;0,06;;;;;;;0,00
OFSSI;25,09;;;;;100,00;88,42;13,85;;11,51;11,51;1,71;;;;;2,32;0,76;5,04;0,33;0,67;0,06;;;;;;;0,00
OFSSL;25,17;;;;;100,00;88,42;13,85;;11,51;11,51;1,71;;;;;2,32;0,76;5,04;0,33;0,67;0,06;;;;;;;0,00
OFSSZ;25,19;;;;;100,00;88,42;13,85;;11,51;11,51;1,71;;;;;2,32;0,76;5,04;0,33;0,67;0,06;;;;;;;0,00
OGE;33,53;6,20;15,27;1,53;0,53;55,62;22,62;13,98;5,60;16,13;6,69;1,09;2,14;-38,14;-0,58;0,84;10,04;3,49;6,94;0,35;0,65;0,25;8,34;1,47;;21,86;2,20;;6.715.636.522,00
OGI;1,15;;-3,29;0,23;0,20;17,45;-44,34;-28,34;;0,17;2,27;-0,25;0,93;0,68;-0,33;4,17;-6,99;-6,13;-10,97;0,88;0,12;0,22;;;;5,00;-0,35;;92.573.505,00
OGN;11,00;12,73;3,73;-5,07;0,26;61,66;22,26;12,22;1,76;8,17;6,12;;0,46;1,79;-0,40;1,66;-135,86;6,87;15,23;-0,05;1,05;0,56;;;;-2,17;2,95;;2.811.671.500,00
OGS;59,78;4,30;14,57;1,25;0,45;46,92;14,78;8,80;5,10;16,46;7,78;1,12;1,28;-3,29;-0,48;0,36;8,60;3,06;6,02;0,36;0,64;0,35;10,86;6,35;;47,73;4,10;;3.315.046.098,00
OI;13,85;;5,64;1,01;0,22;21,29;12,04;5,31;1,59;7,27;4,78;1,95;0,30;2,59;-0,31;1,40;17,98;3,90;10,26;0,22;0,78;0,74;-0,04;26,54;;13,66;2,46;;2.142.973.105,00
OIA;5,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OIBR.C;0,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OII;21,46;;28,44;3,82;0,93;16,63;8,14;3,30;7,33;12,28;0,77;0,25;0,94;3,28;-2,53;1,82;13,42;3,29;9,02;0,24;0,76;1,00;1,46;-31,04;;5,62;0,75;;2.161.569.230,00
OIIM;4,90;;18,01;1,41;1,21;52,86;7,88;8,33;;12,45;-6,59;-0,49;1,50;1,90;-5,07;6,20;7,85;6,72;6,52;0,86;0,14;0,81;12,32;;;3,47;0,27;;143.016.300,00
OIS;7,17;;46,68;0,66;0,44;22,51;2,70;1,26;5,40;25,78;3,96;0,12;0,59;1,44;-0,81;2,89;1,41;0,94;2,25;0,67;0,33;0,74;1,92;;;10,93;0,15;;458.085.564,00
OKE;64,78;5,90;15,37;2,32;0,86;28,35;22,56;14,05;8,19;15,07;5,50;1,33;2,16;-343,07;-0,93;0,97;15,06;5,59;8,32;0,37;0,63;0,40;12,96;34,74;;27,98;4,21;;37.737.634.346,00
OKTA;67,98;;-18,84;1,98;1,28;72,49;-27,26;-28,67;-30,39;-18,65;1,16;-0,12;5,40;9,07;-1,85;1,84;-10,50;-6,79;-8,21;0,65;0,35;0,24;48,59;;;34,38;-3,61;;11.152.248.162,00
OLB;0,60;;-1,13;0,29;0,25;26,57;-28,74;-28,74;-7,77;-1,16;-0,03;0,01;0,32;-4,27;-0,27;0,59;-25,57;-21,74;-25,25;0,85;0,15;0,76;177,67;;;2,08;-0,53;;9.130.740,00
OLED;153,42;0,88;34,91;5,43;4,72;78,14;43,92;34,31;24,71;25,17;-2,10;-0,42;11,98;9,11;-10,96;10,88;15,54;13,51;15,54;0,87;0,13;0,39;12,94;15,12;;28,27;4,39;;7.265.679.702,00
OLLI;78,85;;32,58;3,44;2,26;38,44;10,16;7,69;21,26;23,09;-1,56;-0,22;2,51;9,36;-3,64;2,74;10,55;6,93;10,54;0,66;0,34;0,90;11,15;-4,23;;22,93;2,42;;4.865.384.055,00
OLMA;14,95;;-6,36;3,83;3,48;;;;-6,33;-4,63;1,72;-1,04;;3,95;-101,10;11,56;-60,20;-54,77;-60,20;0,91;0,09;0,00;;;;3,91;-2,35;;618.218.380,00
OLN;43,68;1,83;8,86;2,30;0,68;18,96;12,75;8,39;3,64;8,70;2,87;1,13;0,74;7,61;-0,94;1,50;25,95;7,73;15,13;0,30;0,70;0,92;8,39;19,28;;18,99;4,93;;5.352.966.528,00
OLO;4,71;;-14,44;1,15;1,01;66,00;-26,14;-26,19;-16,96;-6,95;7,51;-0,60;3,78;1,96;-2,62;6,01;-7,95;-6,97;-7,96;0,88;0,12;0,27;;;;4,10;-0,33;;773.282.148,00
OLPX;1,73;;9,32;1,39;0,66;71,71;36,24;22,92;4,66;7,35;1,46;0,34;2,14;2,22;-0,98;9,32;14,86;7,05;11,06;0,47;0,53;0,31;;;;1,25;0,19;;1.132.688.263,00
OM;4,23;;-1,25;1,16;0,64;18,36;-124,64;-131,69;-1,33;-0,54;0,78;-0,69;1,64;0,82;-8,48;6,34;-92,97;-50,90;-57,74;0,55;0,45;0,39;;;;3,65;-3,39;;212.365.458,00
OMAB;59,18;7,38;15,47;7,81;2,78;66,87;51,09;34,58;;11,48;1,01;0,76;5,35;-839,46;-3,45;0,98;50,50;18,00;28,81;0,36;0,64;0,52;10,94;12,97;;7,58;3,83;;2.856.689.616,00
OMC;75,62;3,70;10,73;4,64;0,60;18,45;15,24;9,62;6,17;8,05;1,27;0,87;1,03;-32,95;-1,20;0,97;43,22;5,58;19,12;0,13;0,86;0,58;-1,32;3,88;;16,31;7,05;;14.967.784.204,00
OMCL;30,67;;-60,15;1,20;0,64;43,74;-2,20;-1,88;18,68;-57,53;-6,21;0,14;1,13;2,73;-1,06;2,38;-1,99;-1,06;-1,80;0,53;0,47;0,56;12,70;-28,64;;25,59;-0,51;;1.394.546.498,00
OMER;1,34;;2,09;4,11;0,16;;;;-0,53;-0,38;0,16;-1,22;;0,34;-0,61;2,71;196,40;7,64;-46,36;0,04;0,96;0,00;;;;0,33;0,64;;84.226.772,00
OMEX;3,70;;113,74;-4,54;5,29;100,00;679,66;58,77;8,06;15,04;5,20;;66,85;-2,07;-7,81;0,11;-4,00;4,65;30,45;-1,16;2,16;0,08;1,36;;;-0,81;0,03;;73.933.030,00
OMF;37,12;10,78;6,76;1,43;0,18;0,00;35,26;12,62;2,12;0,88;-1,54;-0,91;0,85;;-0,18;;21,16;2,73;52,69;0,13;0,87;0,22;6,16;36,84;;25,93;5,49;;4.450.840.192,00
OMI;17,50;;-13,64;1,49;0,25;19,11;0,23;-0,97;4,50;143,74;86,51;2,26;0,13;2,35;-0,44;1,34;-10,95;-1,86;-0,59;0,17;0,83;1,92;1,33;-21,01;;11,72;-1,28;;1.338.767.500,00
OMP;23,86;;7,58;;1,11;64,85;47,47;39,07;5,15;9,58;3,34;;2,96;28,98;-1,23;1,64;;14,60;28,59;0,00;0,69;0,37;27,14;-6,59;;0,00;3,15;;1.160.256.922,00
ON;66,57;;12,88;3,83;2,16;47,52;33,28;26,69;8,51;10,62;0,29;0,11;3,44;7,99;-3,98;2,44;29,73;16,76;21,09;0,56;0,44;0,63;8,48;18,60;;17,38;5,17;;28.671.539.232,00
ONB;13,98;4,01;6,45;0,78;0,08;0,00;42,41;25,64;3,68;-1,81;-5,71;-1,14;1,65;;-0,08;;12,10;1,29;7,91;0,11;0,89;0,05;22,26;34,94;;17,91;2,17;;4.090.841.580,00
ONCR;0,02;;-0,01;0,02;0,00;;;;-0,01;0,26;0,27;-0,79;;0,03;-0,01;1,50;-290,93;-82,50;-175,27;0,28;0,72;0,00;;;;1,19;-3,47;;521.896,00
ONCS;0,27;;-0,03;-0,15;0,09;;;;-0,03;-0,08;-0,05;;;-1,02;-0,33;0,89;-535,64;-331,25;33.963,21;-0,62;1,62;0,00;;;;-1,85;-9,89;;802.224,00
ONCT;0,31;;-0,43;0,40;0,36;100,00;-4.985,85;-4.985,85;-0,42;0,63;1,06;-1,01;21,21;0,40;-26,19;10,37;-95,12;-84,65;-95,12;0,89;0,11;0,02;;;;0,77;-0,73;;18.280.359,00
ONCY;1,37;;0,00;4,17;3,19;;;;-0,01;0,00;0,00;-1,09;;3,48;-154,46;15,49;-100.995,93;-77.236,52;-75.188,81;0,76;0,24;0,00;;;;0,33;-331,59;;100.556.356,00
ONDS;0,64;;-0,46;0,70;0,41;51,95;-754,29;-820,12;-0,60;-0,78;-0,28;0,39;3,80;-2,18;-0,49;0,45;-151,97;-88,99;-96,54;0,59;0,41;0,11;50,65;;;0,91;-1,38;;34.852.928,00
ONE;1,34;;-1,52;9,71;0,20;36,51;-13,86;-27,89;;-2,39;0,67;-2,12;0,42;-0,36;-0,25;0,26;-637,94;-13,17;-57,25;0,02;0,98;0,47;;;;0,14;-0,88;;216.463.072,04
ONEM;17,87;;-9,41;2,37;1,47;17,36;-41,00;-39,15;-11,50;-9,09;-0,11;0,03;3,69;13,61;-1,86;2,09;-25,19;-15,67;-23,17;0,62;0,38;0,40;;;;7,54;-1,90;;3.690.844.782,00
ONEW;24,38;;4,44;0,78;0,20;28,80;9,13;4,19;1,78;6,98;4,94;1,88;0,19;2,11;-0,36;1,26;17,49;4,46;10,63;0,25;0,75;1,06;;;;31,42;5,50;;350.028.536,00
ONTO;136,06;;29,89;4,18;3,72;53,64;23,98;22,22;;25,42;-2,27;-0,34;6,64;6,85;-10,12;7,07;13,99;12,44;13,96;0,89;0,11;0,56;31,56;46,67;;32,54;4,55;;6.675.892.748,00
ONTX;0,63;;-0,63;0,70;0,43;100,00;-9.222,57;-9.222,57;-0,63;0,79;1,43;-1,57;58,48;0,61;-734,22;3,51;-110,29;-68,41;-110,29;0,62;0,38;0,01;-22,08;;;0,90;-0,99;;13.215.888,00
ONTXW;0,07;;-0,07;0,08;0,05;100,00;-9.222,57;-9.222,57;-0,07;0,79;1,43;-1,57;6,50;0,07;-81,58;3,51;-110,29;-68,41;-110,29;0,62;0,38;0,01;-22,08;;;0,90;-0,99;;13.215.888,00
ONVO;1,37;;-0,66;1,01;0,81;100,00;-4.060,67;-4.061,12;-0,67;-0,07;0,60;-0,91;26,84;1,20;-3,90;6,61;-153,46;-122,47;-153,46;0,80;0,20;0,03;-39,60;;;1,35;-2,07;;11.943.934,00
OOMA;10,81;;-84,32;3,89;2,03;63,24;-1,19;-1,44;36,87;-90,74;10,82;-0,41;1,21;11,97;-4,55;1,44;-4,61;-2,41;-4,61;0,52;0,48;1,68;13,55;;;2,78;-0,13;;276.736.000,00
OPBK;8,41;5,71;4,20;0,69;0,06;0,00;35,11;24,29;2,70;-3,65;-6,56;-1,56;1,02;;-0,06;;16,49;1,41;12,23;0,09;0,91;0,06;16,52;29,25;;12,13;2,00;;127.404.772,00
OPCH;28,53;;19,63;3,51;1,56;22,95;9,47;6,12;10,87;14,39;1,70;0,47;1,20;10,27;-2,38;1,79;17,88;7,94;12,43;0,44;0,56;1,30;16,63;107,88;;8,13;1,45;;5.053.533.165,00
OPEN;2,02;;;;;8,90;-11,17;-13,50;;2,96;2,96;-0,64;;;;4,88;-25,97;-18,92;-16,45;0,73;0,27;1,40;;;;;;;0,00
OPENU;0,00;;;;;8,90;-11,17;-13,50;;2,96;2,96;-0,64;;;;4,88;-25,97;-18,92;-16,45;0,73;0,27;1,40;;;;;;;0,00
OPENW;5,59;;;;;8,90;-11,17;-13,50;;2,96;2,96;-0,64;;;;4,88;-25,97;-18,92;-16,45;0,73;0,27;1,40;;;;;;;0,00
OPGN;0,51;;-0,13;0,66;0,20;-44,61;-1.194,86;-1.283,79;-0,14;-0,31;-0,18;0,87;1,61;-0,88;-0,30;0,58;-527,74;-161,37;-209,30;0,31;0,69;0,13;-4,08;;;0,77;-4,07;;4.538.745,00
OPHC;3,17;;4,90;0,35;0,04;0,00;22,45;15,06;3,08;-10,20;-13,49;-1,43;0,74;;-0,04;;7,11;0,74;7,10;0,10;0,90;0,05;36,80;;;9,09;0,65;;22.983.134,00
OPK;1,29;;-4,77;0,65;0,46;36,06;-28,69;-24,10;-7,02;-4,54;-0,53;0,09;1,15;4,81;-0,58;1,92;-13,63;-9,69;-17,00;0,71;0,29;0,40;0,78;;;1,99;-0,27;;997.242.885,00
OPNT;20,65;;-3,23;5,21;2,54;100,00;-140,16;-148,13;-3,50;-2,72;0,69;-1,05;4,78;3,39;-31,37;5,48;-161,40;-78,88;-91,57;0,49;0,51;0,53;37,01;;;3,97;-6,40;;106.715.070,00
OPOF;15,46;3,56;7,73;0,76;0,05;0,00;20,89;14,11;4,19;-7,87;-13,10;-1,90;1,09;;-0,05;;9,82;0,70;7,45;0,07;0,93;0,05;5,89;;;20,35;2,00;;77.889.026,00
OPP;7,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OPRA;11,85;10,13;-4,22;1,06;0,98;89,94;2,06;-74,99;;124,17;-29,33;-0,20;3,16;3,30;-1,54;5,61;-25,08;-23,24;-0,42;0,93;0,07;0,31;19,76;19,91;;11,21;-2,81;;1.050.765.570,00
OPRT;2,50;;-0,37;0,19;0,02;100,00;-33,00;-55,87;-1,01;-2,70;-2,08;0,62;0,21;;-0,02;;-50,45;-6,66;-19,54;0,13;0,87;0,12;12,16;;;13,46;-6,79;;85.111.000,00
OPRX;8,86;;-11,16;1,38;1,32;60,32;-23,31;-23,31;-12,87;-6,98;4,18;-0,52;2,60;2,01;-4,42;15,44;-12,39;-11,83;-12,11;0,95;0,05;0,51;38,79;;;6,41;-0,79;;160.188.800,00
